order_id,product_id
0041-0164-99,58974098
0041-0164-99,60762671
0041-0164-99,71311739
0041-0164-99,86559878
0041-0168-061,50257017
0041-0168-061,50328660
0041-0168-061,50502269
0041-0168-061,50750913
0041-0168-061,50962501
0041-0168-061,74129219
0041-0168-061,74848612
0041-0168-061,78589756
0041-0168-061,81004604
0041-0168-061,82638716
0041-0168-061,83164508
0041-0168-061,85052972
0041-0168-061,85978470
0041-0168-061,86064173
0041-0168-061,87877799
0041-0168-061,87896914
0041-0168-061,89269807
0041-0168-061,89628504
0041-0168-061,50735886
0041-0168-061,50739692
0041-0168-061,51117332
0041-0168-061,51982660
0041-0168-061,52281480
0041-0168-061,56752717
0041-0168-061,63677180
0041-0168-061,63677940
0041-0168-061,67400686
0041-0168-061,67606986
0041-0168-061,67607586
0041-0168-061,78227431
0041-0168-061,78227477
0041-0168-061,83175392
0041-0168-061,85053003
0041-0168-061,85053176
0041-0168-061,88906799
0041-0168-061,90615547
0041-0168-061,50617715
0041-0168-061,52271751
0041-0168-061,64759836
0041-0168-061,75531167
0041-0168-061,77453861
0041-0168-061,81700805
0041-0168-061,84634844
0041-0168-061,86489056
0041-0168-061,87742242
0041-0168-061,87894571
0041-0168-061,88310599
0041-0168-061,88763765
0041-0168-061,88886942
0041-0168-061,88892750
0041-0168-061,89277999
0041-0168-061,89916618
0041-0168-061,89967678
0041-0168-061,51169241
0041-0168-061,51295154
0041-0168-061,51429994
0041-0168-061,57690448
0041-0168-061,58596403
0041-0168-061,58999595
0041-0168-061,59559781
0041-0168-061,62310944
0041-0168-061,65021331
0041-0168-061,66450489
0041-0168-061,76074216
0041-0168-061,78538719
0041-0168-061,78923044
0041-0168-061,81244596
0041-0168-061,84596393
0041-0168-061,84596433
0041-0168-061,84898442
0041-0168-061,85811005
0041-0168-061,86506392
0041-0168-061,87232111
0041-0168-061,87886402
0041-0168-061,87893399
0041-0168-061,88630992
0041-0168-061,88718843
0041-0168-061,89602114
0041-0168-061,90603763
0041-0397-42,57047687
0041-0397-42,78911934
0041-0397-42,50608749
0041-0397-42,53676518
0041-0397-42,60266056
0041-0397-42,77091314
0041-0397-42,85978389
0041-0397-42,86687795
0041-0397-42,50314912
0041-0397-42,50502436
0041-0397-42,51087907
0041-0397-42,51148744
0041-0397-42,52251648
0041-0397-42,53542320
0041-0397-42,60962031
0041-0397-42,77427870
0041-0397-42,86764744
0041-0397-42,87860790
0041-0397-42,88907873
0041-0397-42,52540911
0041-0397-42,54550994
0041-0397-42,63896686
0041-0397-42,64273876
0041-0397-42,65608692
0041-0397-42,78428014
0041-0397-42,80989096
0041-0397-42,83707910
0041-0397-42,85433746
0041-0397-42,88903946
0041-0397-42,90934549
0041-0418-92,50282902
0041-0418-92,51264519
0041-0418-92,55980189
0041-0418-92,65021331
0041-0418-92,71955904
0041-0418-92,82873828
0041-0418-92,83164278
0041-0418-92,84794319
0041-0418-92,89468825
0041-0418-92,89968533
0041-0418-92,90612723
0041-0418-92,50608749
0041-0418-92,71536076
0041-0418-92,84730839
0041-0418-92,50014680
0041-0418-92,50020453
0041-0418-92,50652534
0041-0418-92,78938914
0041-0418-92,86731645
0041-0418-92,88237254
0041-0418-92,89987153
0041-0418-92,90720210
0041-0418-92,90779928
0041-0418-92,55747841
0041-0418-92,57244027
0041-0418-92,78538777
0041-0418-92,89930468
0041-0418-92,90607586
0041-0418-92,90781752
0041-0453-70,51738328
0041-0453-70,57761152
0041-0453-70,85822228
0041-0453-70,89244111
0041-0453-70,89987922
0041-0453-70,91383761
0041-0453-70,50185879
0041-0453-70,60778670
0041-0453-70,80644153
0041-0453-70,84604713
0041-0453-70,87896914
0041-0453-70,89604043
0041-0453-70,89997106
0041-0453-70,50067386
0041-0453-70,54109838
0041-0453-70,54430261
0041-0453-70,54960664
0041-0453-70,62942207
0041-0453-70,74848508
0041-0453-70,77302666
0041-0453-70,85833555
0041-0453-70,89609395
0041-0453-70,90783341
0041-0453-70,51376410
0041-0453-70,51583337
0041-0453-70,53542320
0041-0453-70,55723702
0041-0453-70,64273876
0041-0453-70,67535048
0041-0453-70,79402504
0041-0453-70,87181510
0041-0453-70,87740886
0041-0453-70,89473323
0041-0485-00,50185879
0041-0485-00,50502436
0041-0485-00,50507235
0041-0485-00,56113242
0041-0485-00,64252370
0041-0485-00,71928367
0041-0485-00,72438352
0041-0485-00,79128132
0041-0485-00,81595053
0041-0485-00,81828122
0041-0485-00,82683402
0041-0485-00,86322070
0041-0485-00,86561419
0041-0485-00,88301086
0041-0485-00,88886366
0041-0485-00,88888387
0041-0485-00,90503927
0041-0485-00,54550994
0041-0485-00,55510159
0041-0485-00,55608154
0041-0485-00,56875347
0041-0485-00,59082733
0041-0485-00,61447640
0041-0485-00,64725295
0041-0485-00,74848612
0041-0485-00,79208164
0041-0485-00,82873016
0041-0485-00,84827904
0041-0485-00,85090396
0041-0485-00,86028925
0041-0485-00,88886942
0041-0485-00,89459243
0041-0485-00,89972988
0041-0485-00,90716848
0041-0485-00,90718437
0041-0485-00,90933314
0041-0485-00,50264481
0041-0485-00,51360814
0041-0485-00,51530844
0041-0485-00,51850868
0041-0485-00,63479092
0041-0485-00,63721329
0041-0485-00,70683887
0041-0485-00,78718754
0041-0485-00,79802371
0041-0485-00,80331828
0041-0485-00,81893224
0041-0485-00,85719392
0041-0485-00,87864503
0041-0485-00,89625473
0041-0485-00,90605801
0041-0485-00,50066456
0041-0485-00,50899668
0041-0485-00,51769389
0041-0485-00,52607839
0041-0485-00,52830666
0041-0485-00,54749184
0041-0485-00,58722670
0041-0485-00,59235980
0041-0485-00,75341714
0041-0485-00,77091643
0041-0485-00,79294256
0041-0485-00,80580976
0041-0485-00,83590873
0041-0485-00,85435341
0041-0485-00,88246252
0041-0485-00,88890320
0041-0485-00,89612528
0041-0485-00,89986626
0041-0485-00,90788969
0041-0485-00,91063777
0041-0497-27,51170209
0041-0497-27,55204706
0041-0497-27,78538777
0041-0497-27,82873120
0041-0497-27,87863936
0041-0497-27,89458745
0041-0497-27,58999606
0041-0497-27,75387769
0041-0497-27,81866107
0041-0497-27,85727157
0041-0497-27,87868188
0041-0497-27,89449172
0041-0497-27,66568293
0041-0497-27,72558474
0041-0497-27,75341714
0041-0497-27,86777429
0041-0497-27,87227826
0041-0497-27,51148744
0041-0497-27,54446148
0041-0497-27,71829162
0041-0497-27,73385394
0041-0497-27,86583612
0041-0497-27,87888135
0041-0497-27,89445372
0041-0497-27,89983094
0041-0604-261,51064693
0041-0604-261,57431537
0041-0604-261,87864647
0041-0604-261,54337888
0041-0604-261,79078484
0041-0604-261,88501108
0041-0604-261,89278946
0041-0604-261,85822228
0041-0604-261,87864428
0041-0604-261,75846941
0041-0604-261,78775887
0041-0612-111,50501610
0041-0612-111,50641645
0041-0612-111,51039848
0041-0612-111,51117833
0041-0612-111,56454114
0041-0612-111,57431537
0041-0612-111,60590919
0041-0612-111,79802388
0041-0612-111,81344368
0041-0612-111,82683402
0041-0612-111,82891023
0041-0612-111,84730661
0041-0612-111,85822159
0041-0612-111,87446837
0041-0612-111,88715587
0041-0612-111,89466418
0041-0612-111,90608389
0041-0612-111,50502436
0041-0612-111,53542320
0041-0612-111,54171858
0041-0612-111,54704018
0041-0612-111,55711906
0041-0612-111,62310944
0041-0612-111,62312844
0041-0612-111,72173514
0041-0612-111,72658385
0041-0612-111,78911934
0041-0612-111,80989096
0041-0612-111,83603399
0041-0612-111,85487584
0041-0612-111,85990949
0041-0612-111,86775489
0041-0612-111,89602152
0041-0612-111,91173825
0041-0612-111,50503464
0041-0612-111,51039326
0041-0612-111,54430226
0041-0612-111,54635917
0041-0612-111,55747841
0041-0612-111,62749955
0041-0612-111,65608692
0041-0612-111,71205036
0041-0612-111,77091188
0041-0612-111,86004412
0041-0612-111,86489056
0041-0612-111,87227772
0041-0612-111,88499409
0041-0612-111,89247563
0041-0612-111,55204793
0041-0612-111,55506211
0041-0612-111,55777200
0041-0612-111,64759836
0041-0612-111,75623053
0041-0612-111,81004086
0041-0612-111,81700546
0041-0612-111,81866107
0041-0612-111,85557876
0041-0612-111,87690316
0041-0612-111,87882176
0041-0612-111,87896914
0041-0612-111,90615668
0041-0612-111,91066394
0041-0618-64,50683543
0041-0618-64,50944068
0041-0618-64,52260983
0041-0618-64,54795174
0041-0618-64,66936819
0041-0618-64,67754376
0041-0618-64,76297275
0041-0618-64,84525680
0041-0618-64,86419555
0041-0618-64,86437809
0041-0618-64,87175132
0041-0618-64,87866167
0041-0618-64,50065808
0041-0618-64,50807370
0041-0618-64,64888268
0041-0618-64,77427870
0041-0618-64,85149651
0041-0618-64,53358348
0041-0618-64,77546095
0041-0618-64,86173493
0041-0618-64,88230181
0041-0618-64,89609395
0041-0618-64,90002898
0041-0618-64,50017786
0041-0618-64,50750913
0041-0618-64,52020006
0041-0618-64,54550913
0041-0618-64,74323864
0041-0618-64,78837193
0041-0618-64,85040462
0041-0618-64,87177798
0041-0618-64,87894571
0041-0618-64,88630992
0041-0618-64,89969313
0041-0618-64,90718161
0041-0677-55,50713676
0041-0677-55,51421294
0041-0677-55,82721102
0041-0677-55,84525680
0041-0677-55,86665308
0041-0677-55,87225108
0041-0677-55,87234253
0041-0677-55,51753534
0041-0677-55,51924747
0041-0677-55,53765540
0041-0677-55,65500761
0041-0677-55,74101880
0041-0677-55,77427870
0041-0677-55,84620578
0041-0677-55,84722141
0041-0677-55,85434388
0041-0677-55,87446077
0041-0677-55,89450045
0041-0677-55,89920993
0041-0677-55,50065889
0041-0677-55,50067386
0041-0677-55,51169241
0041-0677-55,52474914
0041-0677-55,59001905
0041-0677-55,59398694
0041-0677-55,78189331
0041-0677-55,78938914
0041-0677-55,80989096
0041-0677-55,81344466
0041-0677-55,83741845
0041-0677-55,89445455
0041-0677-55,51666240
0041-0677-55,58999595
0041-0677-55,79761251
0041-0677-55,85434653
0041-0677-55,87180799
0041-0677-55,88250583
0041-0677-55,90618089
0041-0677-55,90789860
0041-0677-55,91063408
0041-0770-58,52260948
0041-0770-58,53220350
0041-0770-58,58584659
0041-0770-58,59354533
0041-0770-58,70683887
0041-0770-58,73979683
0041-0770-58,75531167
0041-0770-58,81004558
0041-0770-58,81026866
0041-0770-58,84808334
0041-0770-58,85687860
0041-0770-58,86489056
0041-0770-58,89244111
0041-0770-58,89605552
0041-0770-58,52251464
0041-0770-58,55711906
0041-0770-58,56454074
0041-0770-58,57445331
0041-0770-58,74131325
0041-0770-58,75531109
0041-0770-58,82557057
0041-0770-58,85090396
0041-0770-58,85509001
0041-0770-58,86406213
0041-0770-58,86665251
0041-0770-58,87446169
0041-0770-58,88630992
0041-0770-58,89989865
0041-0770-58,50502436
0041-0770-58,50504181
0041-0770-58,50618150
0041-0770-58,51403932
0041-0770-58,53676386
0041-0770-58,53676518
0041-0770-58,56495468
0041-0770-58,65879871
0041-0770-58,70813844
0041-0770-58,76205921
0041-0770-58,78538777
0041-0770-58,78866428
0041-0770-58,79698464
0041-0770-58,80964344
0041-0770-58,84129187
0041-0770-58,84433667
0041-0770-58,84525680
0041-0770-58,85434463
0041-0770-58,85687854
0041-0770-58,86475602
0041-0770-58,87861909
0041-0770-58,88912906
0041-0770-58,89948718
0041-0770-58,50303136
0041-0770-58,50502269
0041-0770-58,51540607
0041-0770-58,52195737
0041-0770-58,55204793
0041-0770-58,57810642
0041-0770-58,59757903
0041-0770-58,60155727
0041-0770-58,60156559
0041-0770-58,62143675
0041-0770-58,76017723
0041-0770-58,76622922
0041-0770-58,83741839
0041-0770-58,85985484
0041-0770-58,87889445
0041-0770-58,88894926
0041-0770-58,90784357
0041-0770-58,90857957
0041-0776-121,51582269
0041-0776-121,58299488
0041-0776-121,75872310
0041-0776-121,76297275
0041-0776-121,84853878
0041-0776-121,87741954
0041-0776-121,89278946
0041-0776-121,50020522
0041-0776-121,54905230
0041-0776-121,54905541
0041-0776-121,73667706
0041-0776-121,77142854
0041-0776-121,77566474
0041-0776-121,79649241
0041-0776-121,83288108
0041-0776-121,84275957
0041-0776-121,84730661
0041-0776-121,84794319
0041-0776-121,88763863
0041-0776-121,50503464
0041-0776-121,53765027
0041-0776-121,54886821
0041-0776-121,55930111
0041-0776-121,57912464
0041-0776-121,86460971
0041-0776-121,88248961
0041-0776-121,50069741
0041-0776-121,51540613
0041-0776-121,75341714
0041-0776-121,75531167
0041-0850-82,50020453
0041-0850-82,50502436
0041-0850-82,51252015
0041-0850-82,51421311
0041-0850-82,51582603
0041-0850-82,52842456
0041-0850-82,54635917
0041-0850-82,54912077
0041-0850-82,59202529
0041-0850-82,67373705
0041-0850-82,74848612
0041-0850-82,77453671
0041-0850-82,80845301
0041-0850-82,81004604
0041-0850-82,82873765
0041-0850-82,84643326
0041-0850-82,87539198
0041-0850-82,89278946
0041-0850-82,89961425
0041-0850-82,90617107
0041-0850-82,50484456
0041-0850-82,50502269
0041-0850-82,51588476
0041-0850-82,55251309
0041-0850-82,64760004
0041-0850-82,67656348
0041-0850-82,71444461
0041-0850-82,74101540
0041-0850-82,76017723
0041-0850-82,85053003
0041-0850-82,85990949
0041-0850-82,90103220
0041-0850-82,50164651
0041-0850-82,50507984
0041-0850-82,53319390
0041-0850-82,71819139
0041-0850-82,80331722
0041-0850-82,81004783
0041-0850-82,85116454
0041-0850-82,85149651
0041-0850-82,85810801
0041-0850-82,87864463
0041-0850-82,89444859
0041-0850-82,89922789
0041-0850-82,50608749
0041-0850-82,50869094
0041-0850-82,53066181
0041-0850-82,58783527
0041-0850-82,60590919
0041-0850-82,63479092
0041-0850-82,79959415
0041-0850-82,80281368
0041-0850-82,81004086
0041-0850-82,84898442
0041-0850-82,87691782
0041-0850-82,87879394
0041-0850-82,87896914
0041-0916-84,54635917
0041-0916-84,54795174
0041-0916-84,64280186
0041-0916-84,73291355
0041-0916-84,78538777
0041-0916-84,78539177
0041-0916-84,81780260
0041-0916-84,82545123
0041-0916-84,87182624
0041-0916-84,88888715
0041-0916-84,52251648
0041-0916-84,70800560
0041-0916-84,72367199
0041-0916-84,77545862
0041-0916-84,77545931
0041-0916-84,78775835
0041-0916-84,81883098
0041-0916-84,85104589
0041-0916-84,85149668
0041-0916-84,87879394
0041-0916-84,87882176
0041-0916-84,88897670
0041-0916-84,89920993
0041-0916-84,90929003
0041-0916-84,50503297
0041-0916-84,50503464
0041-0916-84,50687061
0041-0916-84,52584415
0041-0916-84,53319390
0041-0916-84,53584638
0041-0916-84,53746528
0041-0916-84,63888346
0041-0916-84,70653543
0041-0916-84,75293897
0041-0916-84,81344368
0041-0916-84,86014772
0041-0916-84,90925946
0041-0916-84,50502436
0041-0916-84,53606447
0041-0916-84,74848612
0041-0916-84,80989096
0041-0916-84,85212576
0041-0916-84,85810882
0041-0916-84,85992066
0041-0916-84,87447750
0041-0916-84,88300899
0041-0916-84,89454571
0041-0916-84,89930402
0931-0305-33,59869022
0931-0305-33,71188458
0931-0305-33,82383095
0931-0305-33,83175392
0931-0305-33,85976846
0931-0305-33,58244008
0931-0305-33,58976288
0931-0305-33,63927484
0931-0305-33,85978470
0931-0305-33,50344732
0931-0305-33,63927115
0931-0305-33,71292138
0931-0305-33,83741839
0931-0305-33,89997106
0931-0305-33,50744345
0931-0305-33,51000268
0931-0305-33,52396062
0931-0305-33,58219137
0931-0305-33,80895532
0931-0305-33,84511391
0931-0305-33,84828638
1831-0006-221,60377758
1831-0006-221,88630992
1831-0006-221,89925953
1831-0006-221,90864096
1831-0006-221,51524276
1831-0006-221,51864308
1831-0006-221,52869436
1831-0006-221,77358594
1831-0006-221,87690316
1831-0006-221,87896914
1831-0006-221,56077416
1831-0006-221,85251229
1831-0006-221,87879394
1831-0006-221,88896170
1831-0006-221,50039512
1831-0006-221,51583337
1831-0006-221,57810642
1831-0006-221,60504459
1831-0006-221,72204295
1831-0006-221,77427870
1831-0006-221,81004558
1831-0006-221,81004604
1831-0006-221,82466337
1831-0006-221,85467366
1931-0318-22,59541801
1931-0318-22,75020622
1931-0318-22,76297275
1931-0318-22,77427870
1931-0318-22,87888164
1931-0318-22,91066394
1931-0318-22,52528656
1931-0318-22,79959415
1931-0318-22,90985079
1931-0318-22,50501316
1931-0318-22,50501610
1931-0318-22,54550994
1931-0318-22,60642502
1931-0318-22,84525680
1931-0746-08,55204793
1931-0746-08,57810642
1931-0746-08,77427870
1931-0746-08,86489085
1931-0746-08,50608749
1931-0746-08,50735834
1931-0746-08,51039326
1931-0746-08,52540911
1931-0746-08,55712289
1931-0746-08,71644685
1931-0746-08,84896314
1931-0746-08,89278946
1931-0746-08,50652534
1931-0746-08,50962213
1931-0746-08,54550994
1931-0746-08,55756899
1931-0746-08,64760004
1931-0746-08,81463313
1931-0746-08,82683402
1931-0746-08,85313203
1931-0746-08,85992066
1931-0746-08,86173493
1931-0746-08,88705144
1931-0746-08,50502436
1931-0746-08,50994601
1931-0746-08,77091314
1931-0746-08,78227477
2831-0431-12,51478445
2831-0431-12,51543627
2831-0431-12,51917065
2831-0431-12,63675850
2831-0431-12,67114368
2831-0431-12,77142854
2831-0431-12,82873788
2831-0431-12,84802012
2831-0431-12,86012310
2831-0431-12,78838998
2831-0431-12,83771772
2831-0431-12,84896297
2831-0431-12,86000848
2831-0431-12,50476132
2831-0431-12,50688895
2831-0431-12,51296510
2831-0431-12,52466170
2831-0431-12,54905247
2831-0431-12,58999595
2831-0431-12,84596871
2831-0431-12,89474506
2831-0431-12,54550994
2831-0431-12,55608154
2831-0431-12,78911934
2831-0431-12,80845301
2831-0431-12,82873805
2831-0431-12,83027107
2831-0431-12,85434486
2831-0431-12,85811982
2831-0431-12,86347363
2831-0431-12,86347674
2831-0431-12,86583952
2831-0431-12,88498284
2831-0431-12,89278946
3731-0504-94,51025227
3731-0504-94,57810642
3731-0504-94,59384635
3731-0504-94,61393633
3731-0504-94,72292321
3731-0504-94,81004558
3731-0504-94,50579707
3731-0504-94,53765540
3731-0504-94,54550994
3731-0504-94,57431537
3731-0504-94,58063026
3731-0504-94,63964911
3731-0504-94,67606986
3731-0504-94,85873412
3731-0504-94,50523457
3731-0504-94,50652534
3731-0504-94,51196346
3731-0504-94,54926314
3731-0504-94,85136522
3731-0504-94,85136539
3731-0504-94,85203823
3731-0504-94,87864428
3731-0504-94,50502269
3731-0504-94,73954401
3731-0504-94,84525680
3731-0504-94,84635662
3731-0504-94,85116454
3731-0504-94,85202968
3731-0504-94,86360818
3731-0504-94,89601328
3731-0504-94,89989053
3931-0176-85,86476152
3931-0176-85,89450483
3931-0176-85,89608488
3931-0176-85,50027215
3931-0176-85,51618678
3931-0176-85,85596610
3931-0176-85,87233726
3931-0176-85,90514511
3931-0176-85,54550994
3931-0176-85,67829611
3931-0176-85,83423721
3931-0176-85,51859790
3931-0176-85,67330244
3931-0176-85,85186502
3931-0176-85,85996119
3931-0176-85,89468969
3931-0176-85,91180845
4731-0215-21,50502269
4731-0215-21,50576647
4731-0215-21,81017566
4731-0215-21,86173487
4731-0215-21,89994334
4731-0215-21,50039489
4731-0215-21,55104721
4731-0215-21,76297275
4731-0215-21,82873022
4731-0215-21,83188054
4731-0215-21,85734802
4731-0215-21,87183272
4731-0215-21,89475897
4731-0215-21,50550228
4731-0215-21,51169241
4731-0215-21,51540607
4731-0215-21,51954901
4731-0215-21,58983043
4731-0215-21,61385787
4731-0215-21,75866018
4731-0215-21,79268524
4731-0215-21,81026702
4731-0215-21,85011595
4731-0215-21,50036193
4731-0215-21,52315712
4731-0215-21,58315927
4731-0215-21,72292321
4731-0215-21,74848612
4731-0215-21,75341714
4731-0215-21,76074216
4731-0215-21,84643643
4731-0215-21,86360663
4731-0215-21,87184144
4731-0215-21,88912077
4731-0235-82,50501282
4731-0235-82,50710132
4731-0235-82,51173961
4731-0235-82,52702657
4731-0235-82,54550994
4731-0235-82,77427870
4731-0235-82,84525680
4731-0235-82,85973947
4731-0235-82,86475602
4731-0235-82,88704122
4731-0235-82,89434552
4731-0235-82,56411839
4731-0235-82,66165631
4731-0235-82,81767196
4731-0235-82,85276056
4731-0235-82,87884237
4731-0235-82,51169241
4731-0235-82,88630992
4731-0235-82,88898450
4731-0235-82,89250201
4731-0235-82,89931248
4731-0235-82,60663137
4731-0235-82,88720528
4731-0360-13,50686413
4731-0360-13,52631055
4731-0360-13,75531167
4731-0360-13,50962213
4731-0360-13,54169599
4731-0360-13,60584432
4731-0360-13,81202744
4731-0360-13,85811112
4731-0360-13,87740886
4731-0360-13,87228402
4731-0360-13,87871713
4731-0360-13,87896914
4731-0360-13,54550994
4731-0360-13,62111500
4731-0360-13,84635662
4731-0630-661,50900011
4731-0630-661,54422576
4731-0630-661,59826027
4731-0630-661,60854326
4731-0630-661,75531167
4731-0630-661,79802814
4731-0630-661,86583952
4731-0630-661,87177222
4731-0630-661,87894571
4731-0630-661,87894790
4731-0630-661,88630992
4731-0630-661,88704053
4731-0630-661,89442406
4731-0630-661,89986407
4731-0630-661,50921268
4731-0630-661,50992131
4731-0630-661,54796357
4731-0630-661,56044058
4731-0630-661,58063026
4731-0630-661,58175124
4731-0630-661,58999595
4731-0630-661,59136423
4731-0630-661,60778670
4731-0630-661,64639489
4731-0630-661,89468825
4731-0630-661,50502436
4731-0630-661,51405855
4731-0630-661,52477462
4731-0630-661,58617708
4731-0630-661,59341721
4731-0630-661,64636141
4731-0630-661,71330699
4731-0630-661,82466337
4731-0630-661,83602665
4731-0630-661,85589544
4731-0630-661,87539238
4731-0630-661,87796172
4731-0630-661,88631455
4731-0630-661,89950421
4731-0630-661,89982089
4731-0630-661,50436687
4731-0630-661,50507984
4731-0630-661,57431537
4731-0630-661,65865484
4731-0630-661,86330702
4731-0630-661,89945641
4731-0657-61,50373150
4731-0657-61,50502269
4731-0657-61,50882618
4731-0657-61,54550994
4731-0657-61,57257185
4731-0657-61,59384635
4731-0657-61,73036739
4731-0657-61,73532526
4731-0657-61,80989096
4731-0657-61,87896914
4731-0657-61,88702988
4731-0657-61,89982008
4731-0657-61,50049080
4731-0657-61,50855559
4731-0657-61,57147897
4731-0657-61,66555855
4731-0657-61,67552730
4731-0657-61,73068690
4731-0657-61,84727717
4731-0657-61,87569450
4731-0657-61,88301512
4731-0657-61,51305766
4731-0657-61,53606447
4731-0657-61,71536076
4731-0657-61,88498088
4731-0657-61,88898450
4731-0657-61,89612528
4731-0657-61,89978037
4731-0657-61,50225361
4731-0657-61,50606884
4731-0657-61,52260948
4731-0657-61,59261487
4731-0657-61,67735353
4731-0657-61,81737508
4731-0657-61,84634821
4731-0657-61,86347674
4731-0657-61,87880086
4731-0657-61,87889445
4731-0657-61,88498284
4731-0657-61,88527660
4731-0711-61,50550228
4731-0711-61,50989809
4731-0711-61,52466204
4731-0711-61,54921285
4731-0711-61,57242968
4731-0711-61,66803326
4731-0711-61,71763866
4731-0711-61,75531109
4731-0711-61,75531167
4731-0711-61,77546095
4731-0711-61,79530876
4731-0711-61,86731501
4731-0711-61,50647748
4731-0711-61,50996455
4731-0711-61,51708543
4731-0711-61,51954901
4731-0711-61,55986989
4731-0711-61,63386541
4731-0711-61,71536076
4731-0711-61,84820860
4731-0711-61,50502269
4731-0711-61,50606884
4731-0711-61,50962501
4731-0711-61,51708589
4731-0711-61,53765027
4731-0711-61,61385787
4731-0711-61,78664736
4731-0711-61,85751611
4731-0711-61,87896914
4731-0711-61,88630992
4731-0711-61,88914426
4731-0711-61,50091552
4731-0711-61,50347769
4731-0711-61,51478445
4731-0711-61,54795174
4731-0711-61,60974986
4731-0711-61,77535252
4731-0711-61,78538777
4731-0711-61,82683402
4731-0711-61,83610269
4731-0711-61,85434463
4731-0711-61,85999767
4731-0711-61,89466165
4731-0877-60,51414504
4731-0877-60,53538527
4731-0877-60,54550971
4731-0877-60,54857983
4731-0877-60,78538777
4731-0877-60,78539177
4731-0877-60,81004691
4731-0877-60,85718744
4731-0877-60,86582671
4731-0877-60,87446837
4731-0877-60,87740886
4731-0877-60,90998277
4731-0877-60,54694092
4731-0877-60,78641090
4731-0877-60,81124358
4731-0877-60,85751507
4731-0877-60,85972211
4731-0877-60,89995195
4731-0877-60,50507235
4731-0877-60,50621865
4731-0877-60,50735886
4731-0877-60,61356995
4731-0877-60,66803326
4731-0877-60,72958393
4731-0877-60,77142854
4731-0877-60,87226171
4731-0877-60,71536076
4731-0877-60,78940484
4731-0877-60,84730839
